#ENSG	canENSP	ENST	Sample	GTExMDTs	N_GTEx	MedianMDTenrGTEx	Pvalue	Qvalue	N_GTeX_MDTs	EnrPcawg	MedRelExprGTEx	RelExprPcawg	MissedInts	StringIntN	MissedCanN	MissedComN
ENSG00000143248	ENSP00000319308	ENST00000530507	0031d433-d703-4b2c-9fdf-2920008eb457	ENST00000313961:88	88	75.46367276887872	6.462e-27	6.649e-27	88	2.343	0.009	0.558	PF00615:RGS:64-179:PF00503:G-alpha:ENSP00000262493:910:1,PF00615:RGS:64-179:PF00503:G-alpha:ENSP00000358867:901:1	2	2	0
ENSG00000143248	ENSP00000319308	ENST00000530507	dd96340b-cc6f-4a3f-b441-c7af1d86684e	ENST00000313961:88	88	75.46367276887872	6.462e-27	6.649e-27	88	2.420	0.009	0.648	PF00615:RGS:64-179:PF00503:G-alpha:ENSP00000262493:910:1,PF00615:RGS:64-179:PF00503:G-alpha:ENSP00000358867:901:1	2	2	0
ENSG00000143248	ENSP00000319308	ENST00000530507	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000313961:88	88	75.46367276887872	6.462e-27	6.649e-27	88	6.076	0.009	0.859	PF00615:RGS:64-179:PF00503:G-alpha:ENSP00000262493:910:1,PF00615:RGS:64-179:PF00503:G-alpha:ENSP00000358867:901:1	2	2	0
ENSG00000143252	ENSP00000356953	ENST00000342751	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000367975:88	88	19.689582258896337	6.462e-27	6.649e-27	88	2.449	0.040	0.534	PF01127:Sdh_cyt:48-164:PF13085:Fer2_3:ENSP00000364649:999:1,PF01127:Sdh_cyt:48-164:PF05328:CybS:ENSP00000364699:999:1,PF01127:Sdh_cyt:48-164:PF05328:CybS:ENSP00000456434:999:1	3	3	0
ENSG00000143252	ENSP00000356953	ENST00000342751	64b434c0-0692-4034-9561-698a4d34629d	ENST00000367975:88	88	19.689582258896337	6.462e-27	6.649e-27	88	2.986	0.040	0.542	PF01127:Sdh_cyt:48-164:PF13085:Fer2_3:ENSP00000364649:999:1,PF01127:Sdh_cyt:48-164:PF05328:CybS:ENSP00000364699:999:1,PF01127:Sdh_cyt:48-164:PF05328:CybS:ENSP00000456434:999:1	3	3	0
ENSG00000143337	ENSP00000393292	ENST00000528443	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000435319:73	88	3.060766182298547	6.462e-27	6.649e-27	73	2.569	0.238	0.600	-	0	0	0
ENSG00000143337	ENSP00000393292	ENST00000528443	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000435319:73	88	3.060766182298547	6.462e-27	6.649e-27	73	3.661	0.238	0.714	-	0	0	0
ENSG00000143337	ENSP00000393292	ENST00000528443	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000435319:73	88	3.060766182298547	6.462e-27	6.649e-27	73	4.636	0.238	0.651	-	0	0	0
ENSG00000143337	ENSP00000393292	ENST00000528443	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000435319:73	88	3.060766182298547	6.462e-27	6.649e-27	73	4.448	0.238	0.668	-	0	0	0
ENSG00000143369	ENSP00000358045	ENST00000369049	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000369047:71	88	3.5308988764044944	6.462e-27	6.649e-27	71	3.658	0.228	0.648	-	0	0	0
ENSG00000143369	ENSP00000358045	ENST00000369049	58b577ba-2193-4bfc-9363-c10652306ce6	ENST00000369047:71	88	3.5308988764044944	6.462e-27	6.649e-27	71	2.878	0.228	0.685	-	0	0	0
ENSG00000143369	ENSP00000358045	ENST00000369049	ffac8b7c-64ac-429c-800b-fb2a5b6deefe	ENST00000369047:71	88	3.5308988764044944	6.462e-27	6.649e-27	71	2.212	0.228	0.645	-	0	0	0
ENSG00000143369	ENSP00000358045	ENST00000369049	424f0f4a-48d0-4dfb-bee6-b45298d0b75d	ENST00000369047:71	88	3.5308988764044944	6.462e-27	6.649e-27	71	2.381	0.228	0.704	-	0	0	0
ENSG00000143369	ENSP00000358045	ENST00000369049	9fc223be-56b9-4fde-8981-806a82045236	ENST00000369047:71	88	3.5308988764044944	6.462e-27	6.649e-27	71	2.436	0.228	0.679	-	0	0	0
ENSG00000143369	ENSP00000358045	ENST00000369049	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000369047:71	88	3.5308988764044944	6.462e-27	6.649e-27	71	2.907	0.228	0.675	-	0	0	0
ENSG00000143369	ENSP00000358045	ENST00000369049	28904a18-b1fc-4d2f-8cd5-3f7ff759dac1	ENST00000369047:71	88	3.5308988764044944	6.462e-27	6.649e-27	71	2.552	0.228	0.718	-	0	0	0
ENSG00000143384	ENSP00000358022	ENST00000307940	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000369026:88	88	39.85345610609019	6.462e-27	6.649e-27	88	2.954	0.024	0.747	PF00452:Bcl-2:213-312:PF00452:Bcl-2:ENSP00000250405:971:1,PF00452:Bcl-2:213-312:PF00452:Bcl-2:ENSP00000267953:922:1,PF00452:Bcl-2:213-312:PF00870:P53:ENSP00000269305:998:1,PF00452:Bcl-2:213-312:PF00452:Bcl-2:ENSP00000293288:999:1,PF00452:Bcl-2:213-312:PF00452:Bcl-2:ENSP00000302564:985:1,PF00452:Bcl-2:213-312:PF10514:Bcl-2_BAD:ENSP00000309103:906:1,PF00452:Bcl-2:213-312:PF00023:Ank:ENSP00000311579:914:1,PF00452:Bcl-2:213-312:PF00452:Bcl-2:ENSP00000314132:923:1,PF00452:Bcl-2:213-312:PF06393:BID:ENSP00000318822:998:1,PF00452:Bcl-2:213-312:PF15150:PMAIP1:ENSP00000326119:999:1,PF00452:Bcl-2:213-312:PF00452:Bcl-2:ENSP00000329623:986:1,PF00452:Bcl-2:213-312:PF15185:BMF:ENSP00000346697:946:1,PF00452:Bcl-2:213-312:PF00452:Bcl-2:ENSP00000353878:999:1,PF00452:Bcl-2:213-312:PF15285:BH3:ENSP00000355231:996:1,PF00452:Bcl-2:213-312:PF08945:Bclx_interact:ENSP00000376943:999:1,PF00452:Bcl-2:213-312:PF00619:CARD:ENSP00000448165:950:1,PF00452:Bcl-2:213-312:PF00452:Bcl-2:ENSP00000451320:925:1	17	17	0
ENSG00000143401	ENSP00000324074	ENST00000369115	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000314136:66	88	4.0014821822768845	6.462e-27	6.649e-27	66	2.431	0.000	0.597	-	0	0	0
ENSG00000143401	ENSP00000324074	ENST00000369115	9c1d30c4-c8f0-4ca7-bec7-243f81b7680a	ENST00000314136:66	88	4.0014821822768845	6.462e-27	6.649e-27	66	2.050	0.000	0.432	-	0	0	0
ENSG00000143401	ENSP00000324074	ENST00000369115	0031d433-d703-4b2c-9fdf-2920008eb457	ENST00000314136:66	88	4.0014821822768845	6.462e-27	6.649e-27	66	2.807	0.000	0.527	-	0	0	0
ENSG00000143437	ENSP00000351407	ENST00000505755	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000358595:88	88	13.083524790632179	6.462e-27	6.649e-27	88	2.061	0.048	0.657	-	0	0	0
ENSG00000143437	ENSP00000351407	ENST00000505755	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000358595:88	88	13.083524790632179	6.462e-27	6.649e-27	88	4.263	0.048	0.728	-	0	0	0
ENSG00000143437	ENSP00000351407	ENST00000505755	9c1d30c4-c8f0-4ca7-bec7-243f81b7680a	ENST00000358595:88	88	13.083524790632179	6.462e-27	6.649e-27	88	2.509	0.048	0.569	-	0	0	0
ENSG00000143437	ENSP00000351407	ENST00000505755	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000358595:88	88	13.083524790632179	6.462e-27	6.649e-27	88	4.611	0.048	0.674	-	0	0	0
ENSG00000143442	ENSP00000271715	ENST00000491586	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000392723:77	88	3.6108433734939753	6.462e-27	6.649e-27	77	3.344	0.000	0.528	-	0	0	0
ENSG00000143442	ENSP00000271715	ENST00000491586	0031d433-d703-4b2c-9fdf-2920008eb457	ENST00000392723:77	88	3.6108433734939753	6.462e-27	6.649e-27	77	3.127	0.000	0.429	-	0	0	0
ENSG00000143442	ENSP00000271715	ENST00000491586	dd96340b-cc6f-4a3f-b441-c7af1d86684e	ENST00000392723:77	88	3.6108433734939753	6.462e-27	6.649e-27	77	2.814	0.000	0.425	-	0	0	0
ENSG00000143442	ENSP00000271715	ENST00000491586	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000392723:77	88	3.6108433734939753	6.462e-27	6.649e-27	77	3.534	0.000	0.658	-	0	0	0
ENSG00000143458	ENSP00000357914	ENST00000368916	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000368918:88	88	11.523926812104152	6.462e-27	6.649e-27	88	2.186	0.080	0.617	-	0	0	0
ENSG00000143458	ENSP00000357914	ENST00000368916	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000368918:88	88	11.523926812104152	6.462e-27	6.649e-27	88	2.261	0.080	0.617	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000366992	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	2.962	0.046	0.661	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000440600	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	3.163	0.000	0.614	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000440600	778a27dd-94f3-484f-9da5-9ba003dde54d	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	4.479	0.000	0.635	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000440600	5f8c2272-4530-45b3-a6d7-00de9be46d71	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	2.445	0.000	0.551	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000440600	82a1c742-2d97-4c7a-bf1d-ca0233c60b6c	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	2.013	0.000	0.571	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000440600	9c1d30c4-c8f0-4ca7-bec7-243f81b7680a	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	2.627	0.000	0.605	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000440600	0031d433-d703-4b2c-9fdf-2920008eb457	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	2.925	0.000	0.654	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000440600	b2ee51d4-301a-47f2-9be0-de43df53cad6	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	2.516	0.000	0.541	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000440600	dd96340b-cc6f-4a3f-b441-c7af1d86684e	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	2.372	0.000	0.611	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000440600	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	4.414	0.000	0.746	-	0	0	0
ENSG00000143493	ENSP00000355961	ENST00000440600	2ee1e0d0-79f9-4e02-be27-773ee4b88320	ENST00000366994:61	88	3.5853658536585367	6.462e-27	6.649e-27	61	2.063	0.000	0.473	-	0	0	0
ENSG00000143570	ENSP00000309710	ENST00000429040	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000356205:88	88	20.258973080757727	6.462e-27	6.649e-27	88	2.343	0.006	0.543	-	0	0	0
ENSG00000143612	ENSP00000357507	ENST00000350592	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000368521:68	88	4.6928463011461234	5.751e-25	5.833e-25	68	2.178	0.198	0.499	-	0	0	0
ENSG00000143612	ENSP00000357507	ENST00000350592	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000368521:68	88	4.6928463011461234	5.751e-25	5.833e-25	68	2.179	0.198	0.555	-	0	0	0
ENSG00000143612	ENSP00000357507	ENST00000350592	778a27dd-94f3-484f-9da5-9ba003dde54d	ENST00000368521:68	88	4.6928463011461234	5.751e-25	5.833e-25	68	2.361	0.198	0.534	-	0	0	0
ENSG00000143612	ENSP00000357507	ENST00000350592	3a5a0fa3-1cbd-4123-a217-e5644dbbddde	ENST00000368521:68	88	4.6928463011461234	5.751e-25	5.833e-25	68	2.150	0.198	0.574	-	0	0	0
ENSG00000143622	ENSP00000357306	ENST00000461050	dd96340b-cc6f-4a3f-b441-c7af1d86684e	ENST00000368323:87	88	7.1138613861386135	6.462e-27	6.649e-27	87	2.240	0.000	0.467	PF00071:Ras:23-183:PF00069:Pkinase:ENSP00000288602:924:1,PF00071:Ras:23-183:PF00071:Ras:ENSP00000321805:902:1	2	2	0
ENSG00000143643	ENSP00000355621	ENST00000414259	ab75168e-e0a3-46b9-a96f-49f383271b41	ENST00000366661:70	88	3.047931059916898	6.462e-27	6.649e-27	70	14.194	0.028	0.885	-	0	0	0
ENSG00000143674	ENSP00000355583	ENST00000366624	9c1d30c4-c8f0-4ca7-bec7-243f81b7680a	ENST00000366622:64	88	5.74989406779661	2.531e-23	2.553e-23	64	7.034	0.129	0.787	-	0	0	0
ENSG00000143674	ENSP00000355583	ENST00000366624	151bb98d-d961-49c1-a54f-8293b3ab2ebd	ENST00000366622:64	88	5.74989406779661	5.751e-25	5.833e-25	64	8.833	0.129	0.866	-	0	0	0
ENSG00000143674	ENSP00000355583	ENST00000366624	0031d433-d703-4b2c-9fdf-2920008eb457	ENST00000366622:64	88	5.74989406779661	5.751e-25	5.833e-25	64	114.200	0.129	0.991	-	0	0	0
ENSG00000143674	ENSP00000355583	ENST00000366624	3a5a0fa3-1cbd-4123-a217-e5644dbbddde	ENST00000366622:64	88	5.74989406779661	2.531e-23	2.553e-23	64	2.874	0.129	0.654	-	0	0	0
ENSG00000143674	ENSP00000355583	ENST00000366624	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000366622:64	88	5.74989406779661	5.751e-25	5.833e-25	64	21.551	0.129	0.956	-	0	0	0
ENSG00000143674	ENSP00000355583	ENST00000366624	2ee1e0d0-79f9-4e02-be27-773ee4b88320	ENST00000366622:64	88	5.74989406779661	2.531e-23	2.553e-23	64	2.047	0.129	0.643	-	0	0	0
ENSG00000143727	ENSP00000272065	ENST00000413140	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000272065:47,ENST00000272067:1	88	2.482397592421095	6.462e-27	6.649e-27	48	2.242	0.025	0.543	-	0	0	0
ENSG00000143727	ENSP00000272065	ENST00000413140	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000272065:47,ENST00000272067:1	88	2.482397592421095	6.462e-27	6.649e-27	48	2.259	0.025	0.554	-	0	0	0
ENSG00000143748	ENSP00000281701	ENST00000469075	ab75168e-e0a3-46b9-a96f-49f383271b41	ENST00000391875:57	88	3.0792079207920793	6.462e-27	6.649e-27	57	2.585	0.113	0.688	-	0	0	0
ENSG00000143748	ENSP00000281701	ENST00000469075	c3a004b4-f231-4be4-9738-2f3b6290598f	ENST00000391875:57	88	3.0792079207920793	6.462e-27	6.649e-27	57	2.037	0.113	0.594	-	0	0	0
ENSG00000143748	ENSP00000281701	ENST00000482491	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000391875:57	88	3.0792079207920793	6.462e-27	6.649e-27	57	3.410	0.082	0.739	-	0	0	0
ENSG00000143801	ENSP00000355747	ENST00000391872	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000366783:73	88	2.8931116389548692	6.462e-27	6.649e-27	73	2.757	0.124	0.612	-	0	0	0
ENSG00000143801	ENSP00000355747	ENST00000496965	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000366783:73	88	2.8931116389548692	6.462e-27	6.649e-27	73	2.189	0.017	0.484	-	0	0	0
ENSG00000143850	ENSP00000272203	ENST00000414478	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000272203:84	88	5.6258784666763475	6.462e-27	6.649e-27	84	4.666	0.153	0.824	-	0	0	0
ENSG00000143850	ENSP00000272203	ENST00000414478	778a27dd-94f3-484f-9da5-9ba003dde54d	ENST00000272203:84	88	5.6258784666763475	6.462e-27	6.649e-27	84	2.258	0.153	0.693	-	0	0	0
ENSG00000143850	ENSP00000272203	ENST00000414478	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000272203:84	88	5.6258784666763475	6.462e-27	6.649e-27	84	3.960	0.153	0.798	-	0	0	0
ENSG00000143850	ENSP00000272203	ENST00000414478	151bb98d-d961-49c1-a54f-8293b3ab2ebd	ENST00000272203:84	88	5.6258784666763475	6.462e-27	6.649e-27	84	2.496	0.153	0.714	-	0	0	0
ENSG00000143850	ENSP00000272203	ENST00000414478	0031d433-d703-4b2c-9fdf-2920008eb457	ENST00000272203:84	88	5.6258784666763475	6.462e-27	6.649e-27	84	2.330	0.153	0.700	-	0	0	0
ENSG00000143850	ENSP00000272203	ENST00000414478	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000272203:84	88	5.6258784666763475	6.462e-27	6.649e-27	84	3.698	0.153	0.787	-	0	0	0
ENSG00000143924	ENSP00000320663	ENST00000453191	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000318522:88	88	37.793807339449536	6.462e-27	6.649e-27	88	2.250	0.025	0.618	-	0	0	0
ENSG00000143977	ENSP00000272348	ENST00000413456	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000272348:88	88	48.96076879592991	6.462e-27	6.649e-27	88	2.735	0.000	0.717	PF01423:LSM:8-70:PF01423:LSM:ENSP00000215829:999:1,PF01423:LSM:8-70:PF06220:zf-U1:ENSP00000244520:990:1,PF01423:LSM:8-70:PF14580:LRR_9:ENSP00000254193:996:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000266735:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000286307:900:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000300413:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000302160:926:1,PF01423:LSM:8-70:PF12134:PRP8_domainIV:ENSP00000304350:975:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000306223:981:1,PF01423:LSM:8-70:PF04938:SIP1:ENSP00000308533:997:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000319341:996:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000342374:999:1,PF01423:LSM:8-70:PF00009:GTP_EFTU:ENSP00000392094:981:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000400591:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000412566:999:1,PF01423:LSM:8-70:PF03517:Voldacs:ENSP00000433919:982:1,PF01423:LSM:8-70:PF12220:U1snRNP70_N:ENSP00000472998:999:1	17	17	0
ENSG00000143977	ENSP00000272348	ENST00000413456	9c1d30c4-c8f0-4ca7-bec7-243f81b7680a	ENST00000272348:88	88	48.96076879592991	6.462e-27	6.649e-27	88	4.916	0.000	0.825	PF01423:LSM:8-70:PF01423:LSM:ENSP00000215829:999:1,PF01423:LSM:8-70:PF06220:zf-U1:ENSP00000244520:990:1,PF01423:LSM:8-70:PF14580:LRR_9:ENSP00000254193:996:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000266735:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000286307:900:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000300413:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000302160:926:1,PF01423:LSM:8-70:PF12134:PRP8_domainIV:ENSP00000304350:975:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000306223:981:1,PF01423:LSM:8-70:PF04938:SIP1:ENSP00000308533:997:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000319341:996:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000342374:999:1,PF01423:LSM:8-70:PF00009:GTP_EFTU:ENSP00000392094:981:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000400591:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000412566:999:1,PF01423:LSM:8-70:PF03517:Voldacs:ENSP00000433919:982:1,PF01423:LSM:8-70:PF12220:U1snRNP70_N:ENSP00000472998:999:1	17	17	0
ENSG00000143977	ENSP00000272348	ENST00000413456	64b434c0-0692-4034-9561-698a4d34629d	ENST00000272348:88	88	48.96076879592991	6.462e-27	6.649e-27	88	2.887	0.000	0.722	PF01423:LSM:8-70:PF01423:LSM:ENSP00000215829:999:1,PF01423:LSM:8-70:PF06220:zf-U1:ENSP00000244520:990:1,PF01423:LSM:8-70:PF14580:LRR_9:ENSP00000254193:996:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000266735:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000286307:900:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000300413:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000302160:926:1,PF01423:LSM:8-70:PF12134:PRP8_domainIV:ENSP00000304350:975:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000306223:981:1,PF01423:LSM:8-70:PF04938:SIP1:ENSP00000308533:997:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000319341:996:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000342374:999:1,PF01423:LSM:8-70:PF00009:GTP_EFTU:ENSP00000392094:981:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000400591:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000412566:999:1,PF01423:LSM:8-70:PF03517:Voldacs:ENSP00000433919:982:1,PF01423:LSM:8-70:PF12220:U1snRNP70_N:ENSP00000472998:999:1	17	17	0
ENSG00000143977	ENSP00000272348	ENST00000413456	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000272348:88	88	48.96076879592991	6.462e-27	6.649e-27	88	2.705	0.000	0.730	PF01423:LSM:8-70:PF01423:LSM:ENSP00000215829:999:1,PF01423:LSM:8-70:PF06220:zf-U1:ENSP00000244520:990:1,PF01423:LSM:8-70:PF14580:LRR_9:ENSP00000254193:996:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000266735:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000286307:900:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000300413:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000302160:926:1,PF01423:LSM:8-70:PF12134:PRP8_domainIV:ENSP00000304350:975:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000306223:981:1,PF01423:LSM:8-70:PF04938:SIP1:ENSP00000308533:997:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000319341:996:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000342374:999:1,PF01423:LSM:8-70:PF00009:GTP_EFTU:ENSP00000392094:981:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000400591:999:1,PF01423:LSM:8-70:PF01423:LSM:ENSP00000412566:999:1,PF01423:LSM:8-70:PF03517:Voldacs:ENSP00000433919:982:1,PF01423:LSM:8-70:PF12220:U1snRNP70_N:ENSP00000472998:999:1	17	17	0
ENSG00000144026	ENSP00000295208	ENST00000447814	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000295208:62	88	2.902586629617522	6.462e-27	6.649e-27	62	2.234	0.214	0.657	-	0	0	0
ENSG00000144026	ENSP00000295208	ENST00000447814	92962fd5-2a14-4e63-ae3f-97cdb83934ab	ENST00000295208:62	88	2.902586629617522	6.462e-27	6.649e-27	62	5.598	0.214	0.804	-	0	0	0
ENSG00000144026	ENSP00000295208	ENST00000447814	4c006fb2-f1e6-4d7d-b6f5-bf28b46035c0	ENST00000295208:62	88	2.902586629617522	6.462e-27	6.649e-27	62	3.310	0.214	0.768	-	0	0	0
ENSG00000144026	ENSP00000295208	ENST00000447814	ffac8b7c-64ac-429c-800b-fb2a5b6deefe	ENST00000295208:62	88	2.902586629617522	6.462e-27	6.649e-27	62	2.256	0.214	0.608	-	0	0	0
ENSG00000144026	ENSP00000295208	ENST00000447814	3a5a0fa3-1cbd-4123-a217-e5644dbbddde	ENST00000295208:62	88	2.902586629617522	6.462e-27	6.649e-27	62	4.135	0.214	0.703	-	0	0	0
ENSG00000144026	ENSP00000295208	ENST00000447814	28904a18-b1fc-4d2f-8cd5-3f7ff759dac1	ENST00000295208:62	88	2.902586629617522	6.462e-27	6.649e-27	62	2.887	0.214	0.703	-	0	0	0
ENSG00000144063	ENSP00000272462	ENST00000424988	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000272462:87	88	50.794444444444444	6.462e-27	6.649e-27	87	2.634	0.016	0.716	-	0	0	0
ENSG00000144231	ENSP00000272645	ENST00000409955	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000272645:68	88	3.565689655172414	6.462e-27	6.649e-27	68	6.692	0.247	0.870	PF03874:RNA_pol_Rpb4:32-136:PF00575:S1:ENSP00000301788:999:1,PF03874:RNA_pol_Rpb4:32-136:PF05001:RNA_pol_Rpb1_R:ENSP00000314949:999:1,PF03874:RNA_pol_Rpb4:32-136:PF04997:RNA_pol_Rpb1_1:ENSP00000361446:918:1,PF03874:RNA_pol_Rpb4:32-136:PF00575:S1:ENSP00000393953:900:1	4	4	0
ENSG00000144231	ENSP00000272645	ENST00000409955	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000272645:68	88	3.565689655172414	6.462e-27	6.649e-27	68	3.857	0.247	0.790	PF03874:RNA_pol_Rpb4:32-136:PF00575:S1:ENSP00000301788:999:1,PF03874:RNA_pol_Rpb4:32-136:PF05001:RNA_pol_Rpb1_R:ENSP00000314949:999:1,PF03874:RNA_pol_Rpb4:32-136:PF04997:RNA_pol_Rpb1_1:ENSP00000361446:918:1,PF03874:RNA_pol_Rpb4:32-136:PF00575:S1:ENSP00000393953:900:1	4	4	0
ENSG00000144231	ENSP00000272645	ENST00000409955	778a27dd-94f3-484f-9da5-9ba003dde54d	ENST00000272645:68	88	3.565689655172414	6.462e-27	6.649e-27	68	2.123	0.247	0.680	PF03874:RNA_pol_Rpb4:32-136:PF00575:S1:ENSP00000301788:999:1,PF03874:RNA_pol_Rpb4:32-136:PF05001:RNA_pol_Rpb1_R:ENSP00000314949:999:1,PF03874:RNA_pol_Rpb4:32-136:PF04997:RNA_pol_Rpb1_1:ENSP00000361446:918:1,PF03874:RNA_pol_Rpb4:32-136:PF00575:S1:ENSP00000393953:900:1	4	4	0
ENSG00000144231	ENSP00000272645	ENST00000409955	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000272645:68	88	3.565689655172414	6.462e-27	6.649e-27	68	7.709	0.247	0.885	PF03874:RNA_pol_Rpb4:32-136:PF00575:S1:ENSP00000301788:999:1,PF03874:RNA_pol_Rpb4:32-136:PF05001:RNA_pol_Rpb1_R:ENSP00000314949:999:1,PF03874:RNA_pol_Rpb4:32-136:PF04997:RNA_pol_Rpb1_1:ENSP00000361446:918:1,PF03874:RNA_pol_Rpb4:32-136:PF00575:S1:ENSP00000393953:900:1	4	4	0
ENSG00000144231	ENSP00000272645	ENST00000409955	9c1d30c4-c8f0-4ca7-bec7-243f81b7680a	ENST00000272645:68	88	3.565689655172414	6.462e-27	6.649e-27	68	4.660	0.247	0.823	PF03874:RNA_pol_Rpb4:32-136:PF00575:S1:ENSP00000301788:999:1,PF03874:RNA_pol_Rpb4:32-136:PF05001:RNA_pol_Rpb1_R:ENSP00000314949:999:1,PF03874:RNA_pol_Rpb4:32-136:PF04997:RNA_pol_Rpb1_1:ENSP00000361446:918:1,PF03874:RNA_pol_Rpb4:32-136:PF00575:S1:ENSP00000393953:900:1	4	4	0
